[I] exp_name	dataset_src	dataset_dest	accuracy	accuracy_top3	accuracy_top5	precision	recall	f1	avg_guess_entropy	max_guess_entropy
[I] gp_age/1	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/1	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/1	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/10	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/10	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/10	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/10	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/11	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/11	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/11	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/11	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/12	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/12	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/12	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/12	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/13	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/13	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/13	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/13	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/14	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/14	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/14	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/14	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/15	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/15	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/15	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/15	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/16	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/16	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/16	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/16	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/17	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/17	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/17	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/17	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/18	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/18	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/18	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/18	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/19	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/19	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/19	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/19	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/2	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/2	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/2	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/2	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/20	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/20	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/20	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/20	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/21	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/21	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/21	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/21	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/22	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/22	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/22	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/22	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/23	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/23	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/23	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/23	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/24	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/24	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/24	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/24	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/25	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/25	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/25	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/25	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/26	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/26	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/26	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/26	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/27	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/27	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/27	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/27	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/28	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/28	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/28	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/28	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/29	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/29	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/29	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/29	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/3	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/3	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/3	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/3	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/30	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/30	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/30	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/30	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/4	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/4	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/4	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/4	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/5	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/5	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/5	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/5	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/6	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/6	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/6	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/6	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/7	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.00395	0.01225	0.01935	0.001975098754937747	0.00390625	0.00393465484610021	127.46415	255.0
[I] gp_age/7	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.00625	0.019166666666666665	0.03208333333333333	0.005425006170533921	0.006248498629538841	0.004531095021538311	106.50475	255.0
[I] gp_age/7	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0038	0.0115	0.0178	0.0016979790446895273	0.003749180506993007	0.003353856362016695	127.7397	255.0
[I] gp_age/7	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.00509989800203996	0.011099778004439911	0.020669586608267836	6.774551368665486E-4	0.005881804307962642	7.497743804015745E-4	127.07037859242816	255.0
[I] gp_age/8	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.01125	0.0193	0.004254039121268252	0.003910474495313627	0.007797586513099043	127.0434	255.0
[I] gp_age/8	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.006416666666666667	0.01825	0.03075	0.009634189267930478	0.00636195328891403	0.004937994835011351	108.02816666666666	255.0
[I] gp_age/8	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0118	0.0199	0.0033892025359910927	0.004112599815724816	0.006648129237957406	127.512	255.0
[I] gp_age/8	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004799904001919961	0.00995980080398392	0.018569628607427852	0.002255042987245671	0.0055072036102861936	7.232655189755913E-4	130.7192356152877	255.0
[I] gp_age/9	ASCAD_labels_train_byte	AES_Shivam_labels_test_byte	0.0038	0.0112	0.01935	0.0035047708994357476	0.003910474495313627	0.006661965727213297	127.0224	255.0
[I] gp_age/9	ASCAD_labels_train_byte	ASCAD_labels_test_byte	0.0065	0.018416666666666668	0.031	0.009595417671717283	0.006441672676669132	0.004990072004130567	108.0295	255.0
[I] gp_age/9	ASCAD_labels_train_byte	Random_delay_labels_test_byte	0.0045	0.0121	0.0199	0.003483944789532019	0.004112599815724816	0.006825668834016342	127.4824	255.0
[I] gp_age/9	ASCAD_labels_train_byte	DPAv4_labels_test_byte	0.004859902801943961	0.010109797804043918	0.01844963100737985	0.002067297489871732	0.005555181835300229	7.169131910182304E-4	130.5902681946361	255.0
[I] gp_age/1	Random_delay_labels_train_byte	AES_Shivam_labels_test_byte	0.0031	0.01095	0.01915	0.0030782880160756133	0.003528977046899841	0.006049414931803658	127.85395	255.0
